"","digit","X1","X2","X3","X4","X5","X6","X7","X8"
"30","7",254.173392814571,0.253045793210721,0,0,0,0,29.7742632355314,0.77767823206969
"31","3",343.990518206739,4.21553948498349,0.772936621386152,0,0,0,130.81855510786,0
"32","8",5.32579202732265,0,0,0,0,0,1147.93775444645,987.293382302086
"33","6",281.902455009683,259.94586483482,230.41344869349,166.359983302779,127.576820144232,98.2400503678902,13.513404889027,0
"34","9",64.3447685256609,26.5255422633836,4.5325932365063,0.253581653621522,0.253581653621522,0,1107.02641792461,3.20060063300675
"35","0",2.30880174724552,2.30880174724552,2.30880174724552,0.772860153915691,0,0,1147.93775444645,0
"36","5",351.365642801773,226.219832329571,226.219832329571,124.223252878729,124.223252878729,124.223252878729,0,0
"37","6",0.252730078436702,0.252730078436702,0.252730078436702,0,0,0,948.413085083825,0
"38","0",2.30880174724552,2.30880174724552,2.30880174724552,1.09309207910736,0.772860153915691,0,1147.93775444645,0
"39","7",13.5161215373003,0,0,0,0,0,0,0
"40","6",9.10737685909341,4.21553948498349,0,0,0,0,1000.37280482809,0
"41","1",0,0,0,0,0,0,0,0
"42","8",31.863763087432,27.8083695488702,0.253581653621522,0.253581653621522,0.253581653621522,0.253581653621522,961.312686273717,634.216176725579
"43","7",95.990214772347,93.0095376899211,52.2437446142774,52.2437446142774,4.24218888374822,0,0,0
"44","9",105.133414647179,75.7762500936425,71.7099068760565,23.8999470913231,10.5214155151586,0.252730078436702,774.005315143946,0
"45","3",222.383707274533,54.7038266689013,47.4223822002982,7.77911744025114,0.253581653621522,0.253581653621522,0,0
"46","9",29.7735971056547,27.7695509025044,9.12731908721689,6.50863566631691,1.4742420129829,0,853.50858293156,0
"47","8",150.154976310407,84.6162828556331,80.6653768946361,77.0929942818637,62.4573833383119,43.981394623761,744.123661522304,622.989639617114
"48","5",1175.48765858452,0,0,0,0,0,0,0
"49","9",151.271656784255,116.431059765655,97.8474161953161,80.8538830096743,40.5541714480488,23.1719532402532,525.031986568683,0
"50","3",293.592555504811,0.813463538077052,0.253581653621522,0.253581653621522,0.253581653621522,0.253581653621522,168.844001420513,0
"51","3",188.759371774101,93.0645487357197,87.133369165028,83.6733759967192,63.0138801518419,58.2166832795158,0,0
"52","0",0.252730078436702,0.252730078436702,0.252730078436702,0,0,0,1161.68860039523,0
"53","7",78.5728769614345,0.253581653621522,0.253581653621522,0.253581653621522,0.253581653621522,0.253581653621522,0,0
"54","4",398.876166884573,273.306451175424,164.920261335748,75.9435466923513,55.2725332312898,39.1254218421875,242.374410669579,0
"55","9",226.219939967817,114.54210522064,67.6104483654101,57.2188352318077,18.4735684201976,9.10737685909341,0,0
"56","8",20.2225895158362,13.5176051239901,5.32693807995002,3.20645178223244,0,0,1033.31192644418,732.277836541615
"57","0",5.38272129878085,0.252730078436702,0.252730078436702,0.252730078436702,0,0,1073.3101948664,0
"58","9",105.133414647179,105.133414647179,76.5406158308779,28.2643431906596,9.14146559322707,9.14146559322707,714.633239567677,9.12512468131762
"59","4",0,0,0,0,0,0,0,0
"60","1",0.252730078436702,0,0,0,0,0,0,0
"61","4",0.816415909055204,0,0,0,0,0,0,0
"62","4",206.551710895666,109.283945623057,32.50940008381,23.8969738006471,16.7778654439471,16.7581849390913,45.0707458102892,0.77767823206969
"63","6",0,0,0,0,0,0,1161.68860039523,0
"64","0",1.09309207910736,1.09309207910736,0.772936621386152,0.772936621386152,0.772936621386152,0.772936621386152,1147.93775444645,0
"65","4",21.3151539146656,15.1204716068974,13.5161215373003,7.77697362936319,1.47381405292181,1.47381405292181,0,0
"66","5",78.6051441943707,62.3424857792194,38.2692080667587,2.27794631690649,0.252730078436702,0.252730078436702,0,0
"67","6",0,0,0,0,0,0,1175.48765858452,0
"68","1",774.272522734697,303.519200106725,147.800271643338,46.5298050779906,0,0,0,0
"69","0",226.219832329571,124.223252878729,124.223252878729,45.0737698979953,45.0737698979953,45.0737698979953,483.319763725737,0
"70","0",2.27794631690649,1.15982362361869,1.15982362361869,1.15982362361869,1.15982362361869,1.15982362361869,1141.08481502193,0
"71","1",0.252730078436702,0,0,0,0,0,0,0
"72","7",328.5079276878,78.5643132701529,78.5643132701529,23.9409780997302,16.756575912507,10.5157497885139,0,0
"73","1",15.1181126986738,0,0,0,0,0,0,0
"74","6",87.1358348839507,67.6104483654101,31.830461230062,29.7735971056547,13.5176051239901,13.5176051239901,328.505415386978,26.2619152117444
"75","3",22.0293525247496,0.253581653621522,0.253581653621522,0.253581653621522,0.253581653621522,0,0,0
"76","0",29.7735971056547,29.7735971056547,0,0,0,0,987.293382302086,0
"77","2",134.155386712362,78.5726220971801,3.20532805707888,0.818905551807386,0,0,0,0
"78","1",2.30880174724552,0.772936621386152,0.772936621386152,0,0,0,0,0
"79","1",1.47297737174957,0.252730078436702,0.252730078436702,0.252730078436702,0.252730078436702,0.252730078436702,0.253581653621522,0
"80","7",52.0917955960754,47.4327912949731,9.13113385819842,9.13113385819842,0.253581653621522,0,271.67497179466,0
"81","9",481.063122562207,38.2575793773368,27.5947153230262,23.8986085791926,1.49161566447565,0.253581653621522,81.3918836579308,10.52293424587
"82","0",0,0,0,0,0,0,1161.68860039523,84.2504490137252
"83","2",1.10465107861114,0.358165606444188,0.253581653621522,0.253581653621522,0.253581653621522,0.253581653621522,1154.80652617313,0
"84","6",147.799133032393,0,0,0,0,0,762.003268743259,0
"85","7",73.7395168856783,27.7684257202564,25.8301710909422,0.818905551807386,0.358165606444188,0.358165606444188,10.5187490052866,0
"86","8",267.290783389325,141.911124274236,25.2408819476465,20.2225895158362,18.4735684201976,11.9984927927756,974.276824584602,498.829697738817
"87","3",47.4680473210672,45.0739170888166,36.0751882480153,11.9984927927756,0,0,0,0
"88","9",134.71128016486,16.756575912507,10.5157497885139,4.21553948498349,0,0,935.563968544083,65.9492415065342
"89","0",25.8181265518771,2.30818548759589,0,0,0,0,1100.25446580082,271.362034017495
"90","4",293.316452335213,67.6192058602438,46.3009478085069,40.3297100981485,25.9245815678866,5.98030858269649,62.3426401365773,0
"91","6",218.968922373025,94.157013121675,51.8348212700099,30.0274018737809,4.28813447030277,0,452.800304636655,0
"92","7",193.122095440734,141.231674853751,92.8557325155968,34.2308891958058,1.12461089042467,0,0,0
"93","4",286.410131330769,161.864476242396,23.8952274254782,4.24061922657163,0,0,0,0
"94","6",29.7735971056547,0,0,0,0,0,865.970991825159,169.05788743737
"95","8",38.2852911153453,28.5028170533216,23.8986085791926,11.9835518835363,0.253581653621522,0.253581653621522,1100.25446580082,834.931958329115
"96","0",0,0,0,0,0,0,1161.68860039523,87.1373668664405
"97","7",25.8047129594957,11.9806298501517,0.252730078436702,0.252730078436702,0.252730078436702,0,0,0
"98","8",70.2989244050885,42.7687265853251,7.77828703135491,0.772936621386152,0.253581653621522,0.253581653621522,853.50858293156,617.401673317586
"99","3",52.253703813464,38.2575793773368,25.8181265518771,22.0293525247496,20.6649893618819,6.51398419197624,0,0
"100","1",95.9975883149628,95.9975883149628,54.7165492418642,29.7735971056547,22.0293525247496,0,0,0
"101","5",40.4891595109896,7.77828703135491,5.32693807995002,2.30818548759589,0,0,0,0
"102","7",99.0074504562834,7.77697362936319,7.77697362936319,0,0,0,0,0
"103","1",2.27794631690649,2.27794631690649,2.27794631690649,0,0,0,0,0
"104","7",78.5726220971801,33.9272425424574,10.5693754360191,4.21553948498349,3.20645178223244,0,70.3015895977424,0
"105","1",0.772936621386152,0.772936621386152,0.772936621386152,0,0,0,0,0
"106","1",0,0,0,0,0,0,0,0
"107","6",20.2992883361905,5.33475638191011,5.32824964219445,1.47381405292181,0,0,1013.50400353152,0
"108","3",1.47297737174957,1.47297737174957,0.253581653621522,0.253581653621522,0.253581653621522,0.253581653621522,0,0
"109","0",84.2514339249123,36.0732776805375,13.5161215373003,9.12773172298579,7.29998037638176,4.22312113205872,767.998162488143,0
"110","2",27.7684257202564,5.32824964219445,4.24218888374822,3.20532805707888,1.47381405292181,0,0,0
"111","9",1.49417067105976,0.252730078436702,0.252730078436702,0,0,0,841.111537443998,0
"112","3",59.7646737542399,0,0,0,0,0,102.05253745386,0
"113","1",0,0,0,0,0,0,0,0
"114","1",0,0,0,0,0,0,0,0
"115","0",87.1358348839507,0.253581653621522,0.253581653621522,0.253581653621522,0,0,1154.80652617313,16.7531719757421
"116","4",215.771865185792,99.6813878364332,44.7320395988895,37.2335201731734,22.5478450962944,10.7584252205823,3.20119074589939,0
"117","9",23.8969738006471,0.252730078436702,0.252730078436702,0.252730078436702,0.252730078436702,0.252730078436702,941.981507664667,0
"118","2",0,0,0,0,0,0,120.971511094721,0
"119","0",98.8023412724012,69.1955001808854,59.3842109069431,39.0893296988162,27.3354797299362,19.8999616987739,708.783199670083,0
"120","0",0,0,0,0,0,0,1161.68860039523,0
"121","2",0.252730078436702,0.252730078436702,0.252730078436702,0,0,0,0,0
"122","0",2.27794631690649,2.27794631690649,2.27794631690649,0.818068681931771,0.818068681931771,0.818068681931771,0,0
"123","2",49.8152920030173,6.53060933648797,5.32693807995002,0.254128998287116,0,0,0,0
"124","7",1.47297737174957,1.47297737174957,0.813463538077052,0.253581653621522,0,0,0,0
"125","1",0.253581653621522,0,0,0,0,0,0,0
"126","8",73.0189229558887,57.2285396764442,26.1077537226317,20.2209518080698,18.4583082839936,4.24218888374822,847.303572065078,774.005315143946
"127","6",0.818905551807386,0.818905551807386,0.253581653621522,0.253581653621522,0.253581653621522,0.253581653621522,1154.80652617313,0
"128","4",25.8471296715125,9.12773172298579,1.47381405292181,0.818905551807386,0.252730078436702,0.252730078436702,23.5075845609285,0
"129","1",0.813463538077052,0.772860153915691,0,0,0,0,0,0
"130","6",22.0309880393093,18.4731389952733,0.253581653621522,0,0,0,859.731071893784,42.7578147893661
"131","3",116.688964816381,2.27794631690649,1.47381405292181,0.252730078436702,0,0,0,0
"132","4",45.2136637998654,25.8126125951846,16.4183439164883,6.50870593761616,0,0,0,0
"133","5",3.20532805707888,0.252730078436702,0.252730078436702,0,0,0,0,0
"134","9",216.205043130977,30.3859347095171,11.1799113905583,3.30766728829481,0,0,1026.6977029817,187.606024924132
"135","1",0.772936621386152,0,0,0,0,0,0,0
"136","3",3.20645178223244,0.253581653621522,0,0,0,0,0,0
"137","3",18.4583082839936,9.12773172298579,7.77697362936319,4.80633910017969,3.64765561091778,1.49574797522527,0,0
"138","8",0,0,0,0,0,0,1175.48765858452,413.150909012353
"139","5",0,0,0,0,0,0,0,0
"140","4",127.597568444724,8.09887570727003,7.78124794685117,2.29319624319265,0.253581653621522,0.253581653621522,0,0
"141","7",342.162411253809,151.274575260184,108.995768159317,84.4117419369638,5.32171000302384,0.253581653621522,0,0
"142","7",36.3903090228649,10.8960199879679,5.52636226894289,0.251818807461502,0,0,191.99397661565,0
"143","4",180.638282891662,117.752710598564,17.9255117679285,4.4890331333638,0,0,0,0
"144","2",151.275016048571,40.7952385530273,5.32939353600059,0,0,0,0,0
"145","8",357.789129111125,221.17599017393,185.460348251868,168.970082486985,136.068940277715,105.454692692949,342.165593088121,52.2515191866022
"146","5",634.218575309609,130.816055845829,45.0739170888166,23.8952274254782,22.0293525247496,20.2225895158362,18.4700907829403,0
"147","8",427.879037788597,228.575638871491,48.5269958545305,17.2804112727574,7.77697362936319,5.32824964219445,853.50858293156,127.22055107326
"148","6",11.9988671011837,0.813463538077052,0.813463538077052,0.253581653621522,0,0,622.994239582893,0
"149","7",222.235917550071,154.781086203596,50.5822186703433,20.2241713222716,11.9984927927756,2.71253874728575,0,0
"150","3",13.5958370195304,1.47297737174957,0.813463538077052,0.813463538077052,0.813463538077052,0.253581653621522,0,0
"151","4",75.7762500936425,0.252730078436702,0.252730078436702,0.252730078436702,0.252730078436702,0,1161.68860039523,70.302312949769
"152","6",27.7684257202564,3.30203164285046,0.358165606444188,0,0,0,834.931631263988,0
"153","1",29.7865232463219,0,0,0,0,0,0,0
"154","9",271.526025155181,231.633956986885,161.822773736153,126.694747573424,115.540689934478,93.4513180135683,519.757892552638,0
"155","9",242.375266099902,183.754799874859,102.052495282551,93.0070180051028,54.7165492418642,45.0739170888166,242.394118215915,0
"156","6",20.2225895158362,6.53060933648797,2.30818548759589,0.253581653621522,0.253581653621522,0,961.312686273717,20.218784576317
"157","0",43.0912147512304,42.7759985700965,32.1847018109117,8.86786050557606,7.77828703135491,7.26279483244632,853.50858293156,0
"158","3",0,0,0,0,0,0,0,0
"159","7",342.159644444739,214.350427843231,105.133414647179,102.052495282551,102.052495282551,71.8307416099417,0,0
"160","2",52.253703813464,15.1035806233323,13.5176051239901,13.5176051239901,0.253581653621522,0,63.2256257573525,0
"161","8",227.040598925305,190.54563934182,134.068780469598,89.4137735120849,75.9058725011149,64.4209399347512,744.123661522304,15.1046462530005
"162","2",12.0035469469711,0.252730078436702,0.252730078436702,0.252730078436702,0,0,20.2249083990707,2.27856047019889
"163","9",9.20950423478119,0.818905551807386,0.818905551807386,0.818905551807386,0.818905551807386,0.358165606444188,1093.49567735301,0
"164","4",401.950597566478,337.353218900896,81.2866036492185,22.9478176834899,4.46455288593095,0,267.292388497371,105.267075111086
"165","4",0,0,0,0,0,0,0,0
"166","6",11.9835250661536,0.252730078436702,0.252730078436702,0.252730078436702,0,0,1100.25446580082,42.757779802638
"167","4",33.9272425424574,7.77697362936319,3.20532805707888,1.47381405292181,0,0,0,0
"168","9",95.7501689877997,87.1515819534021,59.7774897956892,27.7989275061002,23.8952274254782,22.0293525247496,810.375983115954,0
"169","7",1.47297737174957,0.813463538077052,0.813463538077052,0,0,0,0,0
"170","0",0,0,0,0,0,0,1066.60707474881,0
"171","9",21.3277106157237,16.756575912507,13.5176051239901,9.10737685909341,2.30818548759589,0,798.192078040156,0
"172","2",0,0,0,0,0,0,333.03494250536,0
"173","9",17.6895809003782,16.8197494715325,5.32693807995002,0.253581653621522,0.253581653621522,0.253581653621522,281.084222012434,196.200291286258
"174","5",374.737546003008,143.999460300316,104.515830548105,79.2453939807062,53.499362895121,14.5297909234612,23.8954416006331,0
"175","1",0.253581653621522,0.253581653621522,0.253581653621522,0,0,0,0,0
"176","5",47.4322869776203,2.27794631690649,2.27794631690649,0.818905551807386,0.252730078436702,0.252730078436702,0,0
"177","9",5.33293992598901,5.33293992598901,1.47260553023172,0,0,0,1080.02640888232,36.0718610819271
"178","1",1.09309207910736,0.772936621386152,0.772936621386152,0,0,0,0,0
"179","2",413.150909012353,206.589749425658,147.799133032393,147.799133032393,147.799133032393,147.799133032393,147.799804619973,0
"180","3",4.79168205832733,1.47260553023172,0,0,0,0,0,0
"181","2",43.7309150494902,5.32824964219445,0,0,0,0,4.21627383465885,0
"182","3",1.47297737174957,1.47297737174957,1.47297737174957,0.813463538077052,0.813463538077052,0.253581653621522,0,0
"183","5",38.2575793773368,20.2225895158362,4.21553948498349,0.253581653621522,0.253581653621522,0.253581653621522,0,0
"184","9",147.799133032393,0,0,0,0,0,762.003268743259,0
"185","1",16.756575912507,0,0,0,0,0,0,0
"186","7",137.428939805065,23.8969738006471,1.47381405292181,0,0,0,0,0
"187","6",99.0096630158382,23.3873705519077,18.5438564084885,16.8055793700399,0,0,774.005315143946,0
"188","2",0,0,0,0,0,0,0,0
"189","8",53.6635850418959,33.9272425424574,31.8323363373861,20.0303782984242,19.4934891655422,16.7584848735856,816.494626363751,442.774683585339
"190","2",16.7567380295954,7.91537606803136,0.813463538077052,0.772860153915691,0.772860153915691,0.772860153915691,38.2589498121957,0
"191","2",137.593052584167,0,0,0,0,0,462.897472119631,0
"192","5",504.03432234644,200.510707464933,102.08524408657,84.325404759713,62.5790226119799,3.20645178223244,25.8138167980539,0
"193","0",111.171995505107,13.522161016408,0,0,0,0,0,0
"194","7",130.818843778462,127.509590314736,62.3424857792194,18.4583082839936,7.77697362936319,7.77697362936319,9.38945574113455,0
"195","4",0,0,0,0,0,0,0,0
"196","9",45.0805437079261,10.5187914021154,0.252730078436702,0,0,0,81.3918836579308,4.2176085250099
"197","7",1.47297737174957,1.47297737174957,0.772860153915691,0.772860153915691,0,0,0,0
"198","8",184.198137722094,85.131610802409,42.2206826952439,27.29213712451,10.0667735391363,4.24986295908389,872.223439056825,210.437900688908
"199","3",0.253581653621522,0.253581653621522,0.253581653621522,0.253581653621522,0.253581653621522,0.253581653621522,0,0
"200","2",54.7143993951235,45.0718834223659,1.47260553023172,0,0,0,54.7162037731701,0
"201","1",0.252730078436702,0.252730078436702,0.252730078436702,0.252730078436702,0.252730078436702,0.252730078436702,0.772936621386152,0.772936621386152
"202","1",218.281326241456,49.8173307420825,0,0,0,0,0,0
"203","8",108.237249459615,62.3521734111831,22.0293525247496,8.41267698711794,0.772936621386152,0,816.494626363751,714.633239567677
"204","3",15.1035630028662,11.9988671011837,0.253045793210721,0,0,0,0,0
"205","6",15.1227657199262,9.12773172298579,0,0,0,0,427.949042237024,198.855934261806
"206","1",2.30880174724552,2.30880174724552,0.772936621386152,0,0,0,0,0
"207","0",0.818905551807386,0.818905551807386,0.253581653621522,0.253581653621522,0.253581653621522,0.253581653621522,1154.80652617313,0
"208","3",36.0751882480153,29.7735971056547,0,0,0,0,0,0
"209","1",0,0,0,0,0,0,0,0
"210","0",1.47297737174957,0.253581653621522,0.253581653621522,0.253581653621522,0.253581653621522,0.253581653621522,1093.49567735301,0
"211","0",417.310272376927,320.72220133079,217.847229015502,147.185950633373,106.456023866366,89.0987405021271,246.467880720483,0
"212","1",0.252730078436702,0.252730078436702,0.252730078436702,0.252730078436702,0.252730078436702,0.252730078436702,0.772936621386152,0.772936621386152
"213","7",0,0,0,0,0,0,0,0
"214","2",2.30880174724552,1.09309207910736,1.09309207910736,0.772936621386152,0.772936621386152,0,1046.58953600934,0
"215","7",0,0,0,0,0,0,0,0
"216","3",0.252730078436702,0.252730078436702,0.252730078436702,0.252730078436702,0,0,0,0
"217","0",93.0070180051028,84.2512502638885,62.3516603640325,62.3516603640325,40.4891595109896,15.1035806233323,816.494626363751,0
"218","4",0,0,0,0,0,0,0,0
"219","6",104.158100272383,57.2501671729363,29.7746715104707,29.7746715104707,1.49417067105976,1.49417067105976,841.111537443998,0
"220","5",293.009594405479,45.0718834223659,7.77697362936319,7.77697362936319,0.818905551807386,0,0,0
"221","2",114.548870251155,0.813271152363064,0.252730078436702,0,0,0,0,0
"222","6",25.8181265518771,1.47260553023172,0,0,0,0,1026.6977029817,0
"223","4",0,0,0,0,0,0,0,0
"224","7",9.10737685909341,0,0,0,0,0,0,0
"225","1",195.326274994255,187.495857193842,68.5175026236433,41.2321980748734,6.50862161097062,0,0,0
"226","8",2.30818548759589,0.253581653621522,0,0,0,0,1100.25446580082,884.770962977847
"227","9",31.831466209791,18.4735684201976,5.32693807995002,0,0,0,948.411788233628,0
"228","9",389.136190899081,0.772860153915691,0,0,0,0,916.408222229347,0
"229","3",98.9169789327235,57.3745861380413,10.5157497885139,9.10737685909341,7.77828703135491,5.32693807995002,0,0
"230","0",1.47297737174957,0.253581653621522,0.253581653621522,0.253581653621522,0.253581653621522,0.253581653621522,1059.92017894665,0
"231","7",76.173104722633,47.4223822002982,40.4891595109896,16.756575912507,9.10737685909341,0,0,0
"232","1",1.09309207910736,0.772936621386152,0,0,0,0,0,0
"233","0",515.204387346018,255.046409472451,150.16265749376,13.9873313531208,4.21553948498349,0,40.4934567774104,0
"234","2",40.5153449186832,5.52244558878863,1.47297737174957,0.253581653621522,0.253581653621522,0.253581653621522,1113.80846401564,11.9916724505036
"235","0",127.509590314736,125.553074114623,63.0358934824001,22.2695583218309,22.0308046064205,18.4752999738112,99.0069235542277,0
"236","3",0.252730078436702,0.252730078436702,0.252730078436702,0.252730078436702,0,0,0,0
"237","5",27.7702049144946,11.9984927927756,0.772936621386152,0.253581653621522,0,0,0,0
"238","4",5.32693807995002,0.772936621386152,0,0,0,0,0,0
"239","6",84.2433479698622,59.7663580223005,36.0732776805375,25.1185283100616,20.0767904466185,12.2816963780428,1033.31192644418,0
"240","5",120.964805993772,25.8768728209446,1.49417067105976,0.252730078436702,0,0,0,0
"241","8",558.518869860219,206.782830845638,187.496154531117,87.3305643512589,34.1363043587698,5.33030187498176,144.345762453121,13.513404889027
"242","6",12.1958964026926,2.27794631690649,2.27794631690649,0,0,0,993.824963164712,23.8977968523857
"243","3",0,0,0,0,0,0,0,0
"244","7",222.235917550071,12.0011586209363,0.253581653621522,0,0,0,0,0
"245","5",1.47381405292181,1.47381405292181,0.252730078436702,0.252730078436702,0.252730078436702,0.252730078436702,0.772936621386152,0.772936621386152
"246","8",0,0,0,0,0,0,1175.48765858452,1175.48765858452
"247","0",230.224509918597,172.185160041753,158.615622869906,141.919307951633,115.950569617203,104.401804294452,514.495236944294,0
"248","9",547.86773949927,73.0274198608963,11.9984927927756,6.53060933648797,0.253581653621522,0,370.019757643025,0.773921356264644
"249","1",1.15982362361869,1.15982362361869,0.818905551807386,0,0,0,0,0
"250","0",24.9647875715891,16.1858139285097,10.5207486858787,7.78124794685117,0,0,1013.50400353152,0
"251","3",60.6766818450955,12.7425139175157,1.87010668749221,0,0,0,0,0
"252","1",478.190195529342,0,0,0,0,0,0,0
"253","2",49.8393742094755,0.813463538077052,0.772860153915691,0,0,0,0,0
"254","2",12.0304504526064,1.09309207910736,0.772936621386152,0.772936621386152,0.772936621386152,0.772936621386152,1147.93775444645,0
"255","3",275.776103251008,198.963111230682,113.181465390996,89.9939088450152,67.6613363379978,65.0514425386303,0,0
"256","3",187.492747008979,15.1035806233323,6.53060933648797,0.253581653621522,0,0,0,0
"257","6",52.3165282475564,48.5111394794864,26.1612190802058,6.53550589108525,4.21553948498349,0,878.490227846746,24.0090287227421
"258","4",79.1749517368359,38.2692080667587,31.8323363373861,0,0,0,0,0
"259","7",93.0095376899211,29.7865232463219,25.8047129594957,18.4583082839936,4.24218888374822,3.20532805707888,0,0
"260","5",165.448744106483,87.133369165028,23.8969738006471,9.12773172298579,9.12773172298579,9.12773172298579,0,0
"261","0",551.599877675938,440.468576291116,384.367458582582,333.964422965845,294.954644072487,267.028091638982,0,0
"262","6",29.7735971056547,4.21553948498349,0.253581653621522,0.253581653621522,0.253581653621522,0,762.00774792272,0
"263","2",226.911768926539,193.520907289868,187.722668700135,105.726698889935,46.1269893709852,22.0452496932794,9.12711435391173,0
"264","7",0.253581653621522,0.253581653621522,0,0,0,0,0,0
"265","9",255.84548637741,215.60588604439,192.825530795436,181.556991868849,58.0402281547394,17.652774884861,540.970851128201,0
"266","8",1.47297737174957,1.47297737174957,0.253581653621522,0.253581653621522,0.253581653621522,0.253581653621522,1154.80652617313,1080.02640888232
"267","5",49.8152920030173,20.8843415177031,9.13113385819842,3.20506507101782,0,0,0,0
"268","9",154.781086203596,33.9272425424574,19.0291892902276,13.9431762081273,7.14868287584111,2.321373815195,540.970851128201,0
"269","2",95.990214772347,54.7143993951235,20.2371417456939,9.12773172298579,4.24218888374822,4.24218888374822,679.779586994926,0
"270","1",0,0,0,0,0,0,0,0
"271","1",202.69432761938,114.548870251155,87.133369165028,0,0,0,0,0
"272","4",16.7581849390913,10.5172124164849,2.27794631690649,1.47381405292181,0,0,0,0
"273","4",81.3887162995042,31.830461230062,0,0,0,0,0,0
"274","5",134.155386712362,124.722933510229,79.7700399628703,41.0487557895798,19.556161825467,8.39748447424787,0,0
"275","6",90.0529095314157,12.8848294439511,7.97797307266037,4.24986295908389,2.29319624319265,1.49767864687578,0,0
"276","4",5.32824964219445,0.252730078436702,0.252730078436702,0.252730078436702,0,0,0,0
"277","1",54.7150334238578,0,0,0,0,0,0,0
"278","2",0.772936621386152,0,0,0,0,0,1053.24954546568,0
"279","5",13.5161215373003,0.252730078436702,0,0,0,0,0,0
"280","3",0,0,0,0,0,0,0,0
"281","9",130.818843778462,115.546075153489,111.375875761985,62.0088394217888,11.9806298501517,3.21641290545348,639.851562569272,23.9005257345926
"282","3",26.2960277140834,6.53106453427854,4.4600346549062,0.813463538077052,0.253581653621522,0.253581653621522,38.2577066349505,0
"283","9",280.055274222697,169.058086673629,144.343393486719,108.244147944782,84.2512502638885,81.3887162995042,0,0
"284","0",0.772860153915691,0.252730078436702,0.252730078436702,0.252730078436702,0,0,519.757892552638,0
"285","5",370.020346313641,276.490097655876,155.243862182406,44.9330573845173,39.7837318765043,32.342037136704,0,0
"286","9",9.63690672900255,5.08745755502205,1.47467638332899,0,0,0,432.824132621195,0
"287","6",0.252730078436702,0,0,0,0,0,59.7663580223005,0.252730078436702
"288","5",176.360598682095,40.4908063423383,22.0293525247496,16.756575912507,0,0,0,0
"289","7",22.0293525247496,20.2225895158362,1.47260553023172,0.253581653621522,0,0,0,0
"290","4",39.4045831339126,20.8843415177031,9.13113385819842,0.253581653621522,0,0,0,0
"291","1",4.24986295908389,0,0,0,0,0,0,0
"292","3",0.772936621386152,0.772936621386152,0,0,0,0,40.4880446981371,0
"293","4",31.8323363373861,2.27794631690649,1.47381405292181,0,0,0,87.1330379746045,13.513404889027
"294","0",0.818905551807386,0,0,0,0,0,1154.80652617313,0
"295","4",0,0,0,0,0,0,0,0
